"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"1322","sp|P10823|GPA2_YEAST","C3-C1",-0.219281159807725,0.197596395539501,-1.10974271169784,8,0.299350873420551,0.763828803920098,NA,0,0
"1328","sp|P10849|MTF2_YEAST","C3-C1",-0.349468060198715,0.44375677395307,-0.787521635074067,8,0.453674592865916,0.836641992007615,NA,0,0
"1334","sp|P10869|AK_YEAST","C3-C1",0.0693049116091802,0.0304592653080577,2.27533103337349,8,0.0524521798219046,0.599664107414145,NA,0,0
"1340","sp|P10961|HSF_YEAST","C3-C1",0.0985473095625288,0.0975780634780826,1.00993303258846,8,0.342094280125397,0.790472813694333,NA,0,0
"1346","sp|P10962|MAK16_YEAST","C3-C1",-0.265822214962297,0.0724447404655967,-3.66931005969348,8,0.00631576625304198,0.341389722284965,NA,0,0
"1352","sp|P10964|RPA1_YEAST","C3-C1",-0.0796516801198138,0.0195666315558227,-4.07079163792557,8,0.00357949345543629,0.329192143899692,NA,0,0
"1358","sp|P11075|SEC7_YEAST","C3-C1",-0.0473360917422499,0.045865582147695,-1.03206128704133,8,0.332232093713125,0.781067495707885,NA,0,0
"1364","sp|P11076|ARF1_YEAST","C3-C1",-0.215078278481709,0.216369069781842,-0.994034307669603,8,0.349317284648134,0.791454656160107,NA,0,0
"1370","sp|P11154|PYC1_YEAST","C3-C1",-0.0758721336053944,0.123094058565046,-0.616375270178468,8,0.554776392064182,0.867476856503343,NA,0,0
"1376","sp|P11325|SYLM_YEAST","C3-C1",0.224944795960886,0.213044403077361,1.05585874452287,8,0.321872659444913,0.775106237183572,NA,0,0
"1382","sp|P11353|HEM6_YEAST","C3-C1",-0.111813095917541,0.0687033049620508,-1.62747768799919,8,0.14228658887138,0.676575952060537,NA,0,0
"1388","sp|P11412|G6PD_YEAST","C3-C1",-0.0915178503682441,0.044312552547706,-2.06528049291942,8,0.0727606827567551,0.619970545032373,NA,0,0
"1394","sp|P11433|CDC24_YEAST","C3-C1",-0.00539644657418406,0.113386746775882,-0.047593274590112,8,0.963207080278925,0.988373633683931,NA,0,0
"1400","sp|P11484|HSP75_YEAST","C3-C1",0.139316718104111,0.0871013525748868,1.5994782398394,8,0.148381834125822,0.688883147084145,NA,0,0
"1406","sp|P11491|PPB_YEAST","C3-C1",-0.0258555934985507,0.0665810195707144,-0.388332796122024,8,0.707899672758107,0.919661935381455,NA,0,0
"1412","sp|P11632|NHP6A_YEAST","C3-C1",-0.103132552510839,0.157995103474414,-0.652757903522883,8,0.532217850568336,0.857793888508849,NA,0,0
"1418","sp|P11633|NHP6B_YEAST","C3-C1",-0.157165745327427,0.260279898251307,-0.603833589852102,8,0.562680950210077,0.871785315528132,NA,0,0
"1424","sp|P11655|SEC12_YEAST","C3-C1",0.0941859243813512,0.320272736842925,0.29408036821924,8,0.776182215229074,0.947835503889941,NA,0,0
"1430","sp|P11745|RNA1_YEAST","C3-C1",0.0119850385182249,0.0939353596889919,0.127588147401637,8,0.901623754956242,0.977042046471968,NA,0,0
"1436","sp|P11792|SCH9_YEAST","C3-C1",-0.208393979231257,0.227602278721305,-0.91560585597841,8,0.38664034752378,0.812198366380187,NA,0,0
"1442","sp|P11914|MPPA_YEAST","C3-C1",-0.0711027690060667,0.0310464614174313,-2.29020525238169,8,0.0512484301686142,0.599664107414145,NA,0,0
"1448","sp|P11938|RAP1_YEAST","C3-C1",-0.105563681441101,0.0844591536136393,-1.24987851434085,8,0.246667975228106,0.740390492058555,NA,0,0
"1454","sp|P11972|SST2_YEAST","C3-C1",-0.0624907613879216,0.0581657753996846,-1.07435619930308,8,0.313995845917486,0.77305969912939,NA,0,0
"1460","sp|P11978|SIR4_YEAST","C3-C1",0.115448476877943,0.137239351149293,0.841219926436077,8,0.424653923102797,0.829784298250908,NA,0,0
"1466","sp|P12383|PDR1_YEAST","C3-C1",0.0973888867398013,0.137899348824061,0.706231665125953,8,0.500091278122814,0.846821919297166,NA,0,0
"1472","sp|P12385|ERF1_YEAST","C3-C1",-0.019298215137939,0.0448287055824916,-0.430487895806568,8,0.678203423728816,0.911002003982523,NA,0,0
"1478","sp|P12611|WHI2_YEAST","C3-C1",-0.193649674514846,0.111037442277464,-1.7440033788868,8,0.119316035932142,0.656773245295632,NA,0,0
"1484","sp|P12612|TCPA_YEAST","C3-C1",-0.105976407419486,0.0466763087086404,-2.27045390587771,8,0.0528529771354362,0.599664107414145,NA,0,0
"1490","sp|P12630|BAR1_YEAST","C3-C1",0.102462953646658,0.0707198791869014,1.44885645768519,8,0.185414081335915,0.710394818469154,NA,0,0
"1496","sp|P12683|HMDH1_YEAST","C3-C1",0.0803722288155539,0.0913029382206189,0.880280858227665,8,0.404374856521081,0.819854447882996,NA,0.0138888888888888,0
"1502","sp|P12684|HMDH2_YEAST","C3-C1",-0.00501597430817227,0.105463002761267,-0.0475614592496173,8,0.963231654895143,0.988373633683931,NA,0,0
"1508","sp|P12686|RT13_YEAST","C3-C1",-0.0308772496748101,0.173504642796555,-0.177962094714754,8,0.863176468330907,0.965854838683316,NA,0,0
"1514","sp|P12687|RM02_YEAST","C3-C1",-0.170843788870509,0.120524113633033,-1.41750711721214,8,0.194084286175138,0.710394818469154,NA,0,0
"1520","sp|P12688|YPK1_YEAST","C3-C1",-0.0461350290367883,0.0677187709414325,-0.681273868314723,8,0.514931161275197,0.852505416606905,NA,0,0
"1526","sp|P12689|REV1_YEAST","C3-C1",0.808749928609014,1.00824492735486,0.802136372489148,8,0.445645754993881,0.836333691719674,NA,0,0
"1532","sp|P12695|ODP2_YEAST","C3-C1",-0.0241631213253915,0.0458650801383761,-0.526830461267934,8,0.612602524914216,0.886509737811305,NA,0,0
"1538","sp|P12709|G6PI_YEAST","C3-C1",0.0255026774630579,0.0356868629796382,0.714623683163435,8,0.495162869176818,0.844790950108539,NA,0,0
"1544","sp|P12753|RAD50_YEAST","C3-C1",0.15244866137481,0.548445700635282,0.277964912840459,8,0.788087980939851,0.949600379326113,NA,0,0
"1550","sp|P12754|EI2BD_YEAST","C3-C1",-0.118122102381409,0.065435901619211,-1.8051574053154,8,0.108692654791637,0.650222660186337,NA,0,0
"1556","sp|P12866|STE6_YEAST","C3-C1",0.187725309576896,0.259015470630378,0.724764853311737,8,0.489248815236146,0.844790950108539,NA,0,0
"1562","sp|P12868|PEP5_YEAST","C3-C1",-0.270340711065333,0.123477362486904,-2.189394927301,8,0.0599775421089543,0.599664107414145,NA,0,0
"1568","sp|P12887|UNG_YEAST","C3-C1",-0.00747823096582928,0.0810376185769273,-0.0922809813164778,8,0.928743826906232,0.982603950175199,NA,0,0
"1574","sp|P12904|AAKG_YEAST","C3-C1",-0.0583990283377488,0.0526379952565861,-1.10944628595904,8,0.2994712556023,0.763828803920098,NA,0,0
"1580","sp|P12945|NAT1_YEAST","C3-C1",-0.0483754112000144,0.0785314258411582,-0.616000673384704,8,0.555011543066129,0.867476856503343,NA,0,0
"1586","sp|P12962|CAF20_YEAST","C3-C1",0.0590265412255418,0.16148301207162,0.365527868648888,8,0.724193383488475,0.92339232174373,NA,0,0
"1592","sp|P13134|KEX2_YEAST","C3-C1",0.169851923838209,0.187808473527659,0.904389033401066,8,0.392209336595229,0.812198366380187,NA,0,0
"1598","sp|P13185|KIN1_YEAST","C3-C1",-0.264654827814822,0.0954992272442259,-2.77127716581418,8,0.0242488274401689,0.479746409551576,NA,0,0
"1604","sp|P13186|KIN2_YEAST","C3-C1",-0.192160364043485,0.278019001678828,-0.691177088195833,8,0.509010101376252,0.851256119815422,NA,0,0
"1610","sp|P13188|SYQ_YEAST","C3-C1",-0.109529944024141,0.0569643091816502,-1.92278192428994,8,0.0907254213224007,0.624347140998174,NA,0,0
"1616","sp|P13259|PCY1_YEAST","C3-C1",0.193667892274559,0.167528787125426,1.15602754366963,8,0.281024419637345,0.757489686769586,NA,0,0
"1622","sp|P13298|PYRE_YEAST","C3-C1",-0.0111895698286441,0.0600517893534335,-0.186331996916664,8,0.856822663187895,0.965438340109133,NA,0,0
"1628","sp|P13382|DPOA_YEAST","C3-C1",-0.0351223891532784,0.0612977949557607,-0.572979650876946,8,0.582400806647787,0.87920145375716,NA,0,0
"1634","sp|P13393|TBP_YEAST","C3-C1",-0.0235623296387404,0.081896264438001,-0.287709455375441,8,0.780881597064695,0.948146247218143,NA,0,0
"1640","sp|P13433|RPOM_YEAST","C3-C1",-0.322846741252739,0.163340942617997,-1.97652062047772,8,0.0834970804233504,0.624347140998174,NA,0,0
"1646","sp|P13517|CAPZB_YEAST","C3-C1",-0.103771620812171,0.0522492540133322,-1.9860880843522,8,0.0822697755401447,0.624347140998174,NA,0,0
"1652","sp|P13574|STE12_YEAST","C3-C1",0.17659529838574,0.0798588557546799,2.21134270854352,8,0.0579595091843566,0.599664107414145,NA,0,0
"1658","sp|P13586|ATC1_YEAST","C3-C1",-0.109283106841467,0.0784859751144853,-1.39239025420859,8,0.201285351436641,0.717772180540438,NA,0,0
"1664","sp|P13663|DHAS_YEAST","C3-C1",-0.0764202370442481,0.04157217666883,-1.83825440878458,8,0.103321565063049,0.643845228835096,NA,0,0
"1670","sp|P13712|MSI1_YEAST","C3-C1",0.15656888220115,0.184980810871773,0.84640607565334,8,0.421921059259267,0.829784298250908,NA,0,0
"1676","sp|P13856|RSR1_YEAST","C3-C1",-0.243856470696862,0.206133991446305,-1.18299980020706,8,0.270770932504871,0.751304465683423,NA,0,0
"1682","sp|P14020|DPM1_YEAST","C3-C1",-0.0804066097105625,0.0584249808510604,-1.3762368175274,8,0.206038699179971,0.717772180540438,NA,0,0
"1688","sp|P14065|GCY1_YEAST","C3-C1",-0.0897560758668169,0.0328877717514138,-2.72916257584275,8,0.0258792952800593,0.485839528916435,NA,0,0
"1694","sp|P14120|RL30_YEAST","C3-C1",-0.162049630227544,0.111464261529411,-1.4538258990285,8,0.184071521602932,0.710394818469154,NA,0,0
"1700","sp|P14126|RL3_YEAST","C3-C1",-0.0575041032921707,0.10098927037166,-0.569408047810868,8,0.584708327483345,0.87920145375716,NA,0,0
"1706","sp|P14164|ABF1_YEAST","C3-C1",-0.213683363223158,0.0606135974117512,-3.5253370918013,8,0.00778489348515787,0.363452210840411,NA,0,0
"1712","sp|P14306|CPYI_YEAST","C3-C1",-0.0723892083576793,0.0963912342072974,-0.750993686853312,8,0.47416535649134,0.843835844412352,NA,0,0
"1718","sp|P14540|ALF_YEAST","C3-C1",0.0599813770588134,0.0528613146400314,1.13469325284979,8,0.289356023859168,0.761279543138748,NA,0,0
"1724","sp|P14680|YAK1_YEAST","C3-C1",0.258690085515415,0.608045569391579,0.425445227360615,8,0.681725708411018,0.911002003982523,NA,0,0
"1730","sp|P14681|KSS1_YEAST","C3-C1",-0.000783378160615191,0.248566381763373,-0.00315158532323547,8,0.997562574621376,0.999263848486572,NA,0,0
"1736","sp|P14682|UBC3_YEAST","C3-C1",-0.0755442804874671,0.11143646435577,-0.677913472257033,8,0.516950015692548,0.85308893837918,NA,0,0
"1742","sp|P14693|SAM35_YEAST","C3-C1",0.026418963296236,0.259213506543189,0.101919701826318,8,0.921328698797306,0.982603950175199,NA,0,0
"1748","sp|P14736|RAD4_YEAST","C3-C1",0.489332024259242,0.193657396995621,2.52679232423177,8,0.0354319788545756,0.536723953919821,NA,0,0
"1754","sp|P14741|EI2BA_YEAST","C3-C1",-0.0643218536968336,0.0878023972127963,-0.732575143033332,8,0.48472521498999,0.844790950108539,NA,0,0
"1760","sp|P14742|GFA1_YEAST","C3-C1",0.0249492963286651,0.0379139367767005,0.658050797404857,8,0.528982807463962,0.85683312076534,NA,0,0
"1766","sp|P14743|NMT_YEAST","C3-C1",0.0538020591976826,0.116534695317676,0.461682755088661,8,0.656603373469754,0.903426550678612,NA,0,0
"1772","sp|P14747|PP2B2_YEAST","C3-C1",-0.113126095382515,0.206770742452169,-0.547108812595594,8,0.599229412235917,0.882750466576712,NA,0,0
"1778","sp|P14772|BPT1_YEAST","C3-C1",-0.128525956573863,0.046165926067137,-2.78400039862633,8,0.0237773470235256,0.47921825683115,NA,0,0
"1784","sp|P14832|CYPH_YEAST","C3-C1",-0.101611014087078,0.0554741402338566,-1.83168253998578,8,0.104367664888268,0.643845228835096,NA,0,0
"1790","sp|P14843|AROF_YEAST","C3-C1",-0.004220394549636,0.0529534518648845,-0.0797000837717761,8,0.938433429508219,0.98360041243815,NA,0,0
"1796","sp|P14904|AMPL_YEAST","C3-C1",-0.0358378333960682,0.0640697626876857,-0.559356424820289,8,0.591229625473225,0.879435909733392,NA,0,0
"1802","sp|P14906|SEC63_YEAST","C3-C1",0.111003298387491,0.0875382836105864,1.26805431645529,8,0.240435760737336,0.734863543518255,NA,0,0
"1808","sp|P14907|NSP1_YEAST","C3-C1",-0.142916599810241,0.0641375709814919,-2.22828207590653,8,0.0564480683838962,0.599664107414145,NA,0,0
"1814","sp|P14908|MTF1_YEAST","C3-C1",0.407173968361083,0.577606858829223,0.704932710090046,8,0.50085689625582,0.846821919297166,NA,0,0
"1820","sp|P14922|CYC8_YEAST","C3-C1",-0.0721516250307038,0.0819275233340246,-0.880676262317076,8,0.40417316711063,0.819854447882996,NA,0,0
"1826","sp|P15019|TAL1_YEAST","C3-C1",-0.086005643514753,0.0234195891792448,-3.67238053821089,8,0.00628785330905313,0.341389722284965,NA,0,0
"1832","sp|P15108|HSC82_YEAST","C3-C1",-0.120333053152248,0.132838860828255,-0.905857310142285,8,0.391477062044936,0.812198366380187,NA,0,0
"1838","sp|P15179|SYDM_YEAST","C3-C1",0.436943762695473,0.217261391133133,2.01114316914101,8,0.0791378407298207,0.623859558493415,NA,0,0
"1844","sp|P15180|SYKC_YEAST","C3-C1",0.0317167508135421,0.0443121754203988,0.715757024173125,8,0.494499673368186,0.844790950108539,NA,0,0
"1850","sp|P15274|AMPD_YEAST","C3-C1",-0.0290683456922845,0.0403215579413427,-0.720913257731047,8,0.491489588432683,0.844790950108539,NA,0,0
"1856","sp|P15303|SEC23_YEAST","C3-C1",0.0398943209193761,0.0472110022917856,0.845021689495405,8,0.422649358696638,0.829784298250908,NA,0.024390243902439,0
"1862","sp|P15367|SEC11_YEAST","C3-C1",-0.175724418577815,0.090514389586747,-1.94139759854874,8,0.0881558371833424,0.624347140998174,NA,0,0
"1868","sp|P15424|MS116_YEAST","C3-C1",-0.0713731410685103,0.0832236003899122,-0.857606985688181,8,0.416060869362264,0.829784298250908,NA,0.00980392156862742,0
"1874","sp|P15436|DPOD_YEAST","C3-C1",-0.0351800996230221,0.172189438939451,-0.204310437618609,8,0.843212878500758,0.962497956625699,NA,0,0
"1880","sp|P15442|GCN2_YEAST","C3-C1",0.14395267078233,0.200238263951087,0.71890690591232,8,0.49265944777144,0.844790950108539,NA,0,0
"1886","sp|P15454|KGUA_YEAST","C3-C1",0.0256709015598689,0.0335938540671456,0.764154702480974,8,0.466713071911024,0.841610632021902,NA,0,0
"1892","sp|P15496|IDI1_YEAST","C3-C1",-0.0719026153312261,0.149390124595746,-0.481307687009409,8,0.643186879641132,0.897835863208124,NA,0,0
"1898","sp|P15565|TRM1_YEAST","C3-C1",-0.0162075232823392,0.0784882695258125,-0.206496122035268,8,0.841562016506729,0.962497956625699,NA,0,0
"1904","sp|P15624|SYFB_YEAST","C3-C1",-0.0179682651895719,0.0622211670394246,-0.288780587773078,8,0.780090820223704,0.947835503889941,NA,0,0
"1910","sp|P15625|SYFA_YEAST","C3-C1",0.00101317611152778,0.051955877573311,0.0195007024970018,8,0.984919270151415,0.994769607690552,NA,0,0
"1916","sp|P15646|FBRL_YEAST","C3-C1",0.0304149549508926,0.0426273813053554,0.713507469131619,8,0.495816598252875,0.844790950108539,NA,0,0
"1922","sp|P15700|KCY_YEAST","C3-C1",-0.0153427118905212,0.0525097127622368,-0.292188074994673,8,0.777577015570727,0.947835503889941,NA,0,0
"1928","sp|P15703|BGL2_YEAST","C3-C1",-0.0581332583012987,0.073647589904158,-0.789343661848961,8,0.452668330028073,0.836524441388875,NA,0,0
"1934","sp|P15705|STI1_YEAST","C3-C1",-0.184293755852787,0.132486690764326,-1.39103599606559,8,0.201680160544809,0.717772180540438,NA,0.0185185185185185,0
"1940","sp|P15790|CSK21_YEAST","C3-C1",0.176700608499884,0.178885962427166,0.987783535959837,8,0.35218862526427,0.792655305555875,NA,0,0
"1946","sp|P15873|PCNA_YEAST","C3-C1",0.0775736081053502,0.04613505698307,1.68144602343977,8,0.131181832928301,0.66738641111526,NA,0,0
"1952","sp|P15891|ABP1_YEAST","C3-C1",-0.192450943816258,0.0872626991797872,-2.20542047891221,8,0.0584973282905272,0.599664107414145,NA,0,0
"1958","sp|P15992|HSP26_YEAST","C3-C1",-0.0657542000457174,0.0673577438330196,-0.976193623835184,8,0.357559741332731,0.792655305555875,NA,0,0
"1964","sp|P16120|THRC_YEAST","C3-C1",0.0362278401762446,0.0757167454134625,0.47846536427863,8,0.64512157642501,0.897835863208124,NA,0.00416666666666665,0
"1970","sp|P16140|VATB_YEAST","C3-C1",0.0532984512232128,0.0399444940793065,1.33431283714329,8,0.218831477858636,0.729697875513318,NA,0,0
"1976","sp|P16370|RPB3_YEAST","C3-C1",-0.0506982604745142,0.128103271882586,-0.395760855514932,8,0.702626329339742,0.917768169164842,NA,0,0
"1982","sp|P16387|ODPA_YEAST","C3-C1",-0.00887890717274625,0.0228374775292344,-0.388786684579341,8,0.707576962151639,0.919661935381455,NA,0,0
"1988","sp|P16451|ODPX_YEAST","C3-C1",-0.136658446169862,0.0939867833755466,-1.45401769548608,8,0.184019877962633,0.710394818469154,NA,0,0
"1994","sp|P16467|PDC5_YEAST","C3-C1",0.077332050336567,0.317127236971022,0.243851808741466,8,0.813482717508028,0.954053539673306,NA,0.0666666666666667,0
"2000","sp|P16474|GRP78_YEAST","C3-C1",-0.057709853482476,0.0454885380965467,-1.26866801830365,8,0.240227663436793,0.734863543518255,NA,0,0
"2006","sp|P16521|EF3A_YEAST","C3-C1",0.0610378646377657,0.0325853382978693,1.87316958565248,8,0.0979287084031786,0.633397863966713,NA,0,0
"2012","sp|P16547|OM45_YEAST","C3-C1",0.101321038645392,0.136098027810831,0.744471027796402,8,0.477887603316216,0.844790950108539,NA,0,0
"2018","sp|P16550|APA1_YEAST","C3-C1",0.132179415745132,0.039353529764507,3.35876899826009,8,0.00994994190645215,0.383901995126519,NA,0,0
"2024","sp|P16603|NCPR_YEAST","C3-C1",0.0612352659410067,0.0403734581427857,1.51672085468727,8,0.167810282393547,0.703970375795642,NA,0,0
"2030","sp|P16622|HEMH_YEAST","C3-C1",0.0248939870670916,0.0754449049160019,0.329962468569717,8,0.749902629434006,0.932986132057845,NA,0,0
"2036","sp|P16649|TUP1_YEAST","C3-C1",-0.111698151294047,0.0886833741323003,-1.25951625529508,8,0.243346661264739,0.736610343648366,NA,0,0
"2042","sp|P16661|ALG1_YEAST","C3-C1",-0.616007159783882,0.626352615007137,-0.983483017432382,8,0.354174455008715,0.792655305555875,NA,0,0
"2048","sp|P16664|RGP1_YEAST","C3-C1",0.357736374254669,0.449443609546416,0.795953856404147,8,0.449030349908486,0.836333691719674,NA,0,0
"2054","sp|P16861|PFKA1_YEAST","C3-C1",-0.00618190085537591,0.0422248928496982,-0.146404180997705,8,0.887224345615082,0.969235178898596,NA,0,0
"2060","sp|P16862|PFKA2_YEAST","C3-C1",-0.169296314850088,0.0896931129318444,-1.88750629024028,8,0.0957928552406639,0.633111294352598,NA,0,0
"2066","sp|P16892|FUS3_YEAST","C3-C1",-0.0437069129452192,0.103436270070669,-0.422549197833197,8,0.683752341291787,0.911373118855108,NA,0,0
"2072","sp|P17064|FCY2_YEAST","C3-C1",-0.0419654212889472,0.155627666268777,-0.26965270568583,8,0.79425235070644,0.949600379326113,NA,0,0
"2078","sp|P17065|SEC2_YEAST","C3-C1",0.997872790389639,1.42647475225887,0.699537646081346,8,0.504044750529676,0.848214708894022,NA,0,0
"2084","sp|P17076|RL8A_YEAST","C3-C1",-0.0479823999448136,0.112858286602676,-0.425156197114161,8,0.681927847840177,0.911002003982523,NA,0,0
"2090","sp|P17106|CBF1_YEAST","C3-C1",-0.213661249212097,0.148793325544962,-1.43595990229772,8,0.188938664803565,0.710394818469154,NA,0,0
"2096","sp|P17157|PHO85_YEAST","C3-C1",-0.00156791563899448,0.183524818667482,-0.0085433438941863,8,0.993392684984296,0.997989406369544,NA,0,0
"2102","sp|P17255|VATA_YEAST","C3-C1",-0.0580144132841993,0.0396239472470866,-1.46412503838736,8,0.18131642410001,0.710394818469154,NA,0,0
"2108","sp|P17423|KHSE_YEAST","C3-C1",-0.0383606815970002,0.063107118064265,-0.607866161118873,8,0.560132281970392,0.871548649748398,NA,0,0
"2114","sp|P17442|PHO81_YEAST","C3-C1",-0.0614926160585072,0.0658141200153555,-0.934337738530272,8,0.377469385913421,0.80386392192343,NA,0,0
"2120","sp|P17505|MDHM_YEAST","C3-C1",-0.006143593357937,0.0460856370973177,-0.133308200664857,8,0.897241981907585,0.974157632436965,NA,0.00666666666666671,0
"2126","sp|P17536|TPM1_YEAST","C3-C1",-0.100419551734983,0.102573554169437,-0.979000411442353,8,0.356253358223707,0.792655305555875,NA,0,0
"2132","sp|P17555|CAP_YEAST","C3-C1",-0.042258217931558,0.0363260532361065,-1.16330330897482,8,0.278227904455379,0.756467137771383,NA,0.0133333333333333,0
"2138","sp|P17629|HPR1_YEAST","C3-C1",-0.199475049099606,0.163326619726427,-1.22132601185114,8,0.256730777960891,0.747234677776555,NA,0,0
"2144","sp|P17649|GABAT_YEAST","C3-C1",0.0829277665534736,0.0523387185948484,1.58444396003299,8,0.151752093877678,0.689982829467098,NA,0,0
"2150","sp|P17695|GLRX2_YEAST","C3-C1",-0.239871622839082,0.230551034630494,-1.04042744038658,8,0.32856111145967,0.778701227716746,NA,0,0
"2156","sp|P17709|HXKG_YEAST","C3-C1",0.140351310388807,0.0552562942193382,2.5400058467853,8,0.0347104616795346,0.536723953919821,NA,0,0
"2162","sp|P17883|SKI3_YEAST","C3-C1",0.00800919552614063,0.065432255051754,0.122404393976728,8,0.905597809083251,0.97971571411544,NA,0,0
"2168","sp|P17890|RPC7_YEAST","C3-C1",-0.0112351469161625,0.157883215545068,-0.0711611229691191,8,0.945016327896347,0.984857109758041,NA,0,0
"2174","sp|P17891|CLC1_YEAST","C3-C1",-0.16628303417765,0.0961254849810303,-1.7298537865423,8,0.121908942406761,0.65858792545869,NA,0,0
"2180","sp|P17967|PDI_YEAST","C3-C1",0.104262870913886,0.0389404437047423,2.67749570868882,8,0.0280346030852758,0.502134577154615,NA,0,0
"2186","sp|P18238|ADT3_YEAST","C3-C1",-0.230957163236814,0.138294501459254,-1.67003865518733,8,0.133460195199546,0.668475096503852,NA,0,0
"2192","sp|P18239|ADT2_YEAST","C3-C1",-0.120205084694185,0.0822700486660275,-1.46110384815929,8,0.182120805030203,0.710394818469154,NA,0,0
"2198","sp|P18480|SNF5_YEAST","C3-C1",0.0893526976974519,0.166879653589832,0.535431946168038,8,0.606910741937628,0.886509737811305,NA,0,0
"2204","sp|P18496|ATP10_YEAST","C3-C1",-0.115472138765164,0.151816779393694,-0.760601952078826,8,0.468717090842955,0.842742689640494,NA,0,0
"2210","sp|P18562|UPP_YEAST","C3-C1",-0.034056325038269,0.0601621056360057,-0.566076015429337,8,0.586865647948536,0.87920145375716,NA,0,0
"2216","sp|P18759|SEC18_YEAST","C3-C1",-0.0619087941715335,0.0604409695595597,-1.02428525919869,8,0.335672472023877,0.782804755636576,NA,0,0
"2222","sp|P18851|GBB_YEAST","C3-C1",0.0673589610060042,0.0905981655423494,0.743491444918029,8,0.478448263835886,0.844790950108539,NA,0,0
"2228","sp|P18852|GBG_YEAST","C3-C1",-0.220969409527983,0.171453961336063,-1.28879734131582,8,0.233485822833273,0.733625996185234,NA,0,0
"2234","sp|P18888|SNF6_YEAST","C3-C1",-0.430621167718345,0.164122965808721,-2.62377154590429,8,0.0304714622623976,0.513454311558044,NA,0,0
"2240","sp|P18898|PGTB1_YEAST","C3-C1",1.05456070250615,1.10111044058507,0.957724732812284,8,0.366245786096471,0.795054312672185,NA,0,0
"2246","sp|P18899|DDR48_YEAST","C3-C1",-0.299914805464526,0.260536386495547,-1.15114364445847,8,0.282914361358081,0.760552195231715,NA,0,0
"2252","sp|P18900|COQ1_YEAST","C3-C1",-0.0647103351505022,0.0822003612396775,-0.787226895047598,8,0.453837512678065,0.836641992007615,NA,0,0
"2258","sp|P18961|YPK2_YEAST","C3-C1",0.0159753536170452,0.0892092065211298,0.17907740960863,8,0.862329181142515,0.965854838683316,NA,0,0
"2264","sp|P18962|DAP2_YEAST","C3-C1",0.0866476534901572,0.122099175342197,0.709649784671497,8,0.498080154768116,0.845783536149798,NA,0,0
"2270","sp|P18963|IRA1_YEAST","C3-C1",0.154945480006025,0.194152451336386,0.798060899769781,8,0.447874900416705,0.836333691719674,NA,0.0166666666666667,0
"2276","sp|P19073|CDC42_YEAST","C3-C1",-0.0240219282873774,0.277143431470032,-0.0866768812089813,8,0.933058554590386,0.982603950175199,NA,0,0
"2282","sp|P19097|FAS2_YEAST","C3-C1",-0.0382158794221474,0.0151414470790405,-2.52392517192413,8,0.0355905384509176,0.536723953919821,NA,0.0121951219512195,0
"2288","sp|P19158|IRA2_YEAST","C3-C1",0.796025475326133,0.259682624385252,3.06537827554141,8,0.0154559137081074,0.429220649490285,NA,0,0
"2294","sp|P19211|IF5A2_YEAST","C3-C1",0.155590047503393,0.126068523930468,1.2341704547061,8,0.25216247938162,0.743228651497726,NA,0,0
"2300","sp|P19262|ODO2_YEAST","C3-C1",0.00203636154800168,0.0481226175926638,0.0423161010325448,8,0.967283794329324,0.989847209410028,NA,0,0
"2306","sp|P19263|MED14_YEAST","C3-C1",0.00269478542850939,0.138187491780022,0.0195009359660364,8,0.98491908962554,0.994769607690552,NA,0,0
"2312","sp|P19358|METK2_YEAST","C3-C1",0.0574226657036902,0.0564734690185944,1.0168078338659,8,0.339006543275079,0.786592264543965,NA,0,0
"2318","sp|P19414|ACON_YEAST","C3-C1",-0.0469023396222681,0.0404164387536328,-1.16047680272306,8,0.279311602266821,0.756467137771383,NA,0.00320512820512819,0
"2324","sp|P19454|CSK22_YEAST","C3-C1",-0.106449904284375,0.0689749541722839,-1.54331243219803,8,0.16133070684426,0.699364890258941,NA,0,0
"2330","sp|P19524|MYO2_YEAST","C3-C1",0.0450957486488289,0.0388282612451395,1.16141560818601,8,0.278951279179299,0.756467137771383,NA,0,0
"2336","sp|P19658|EXO70_YEAST","C3-C1",0.144696882369848,0.119032970454188,1.21560338969729,8,0.258788119109443,0.748902138187653,NA,0,0
"2342","sp|P19659|MED15_YEAST","C3-C1",-0.214980414418636,0.151227753048202,-1.42156720631902,8,0.19294167655875,0.710394818469154,NA,0,0
"2348","sp|P19735|PRP6_YEAST","C3-C1",0.123533872526223,0.0929765992384951,1.32865552771344,8,0.220609032255464,0.73290928297549,NA,0,0
"2354","sp|P19812|UBR1_YEAST","C3-C1",-0.0749869888012907,0.114051434198646,-0.657483961759605,8,0.529328687093223,0.85683312076534,NA,0,0
"2360","sp|P19880|YAP1_YEAST","C3-C1",-0.257554431707097,0.154910059332984,-1.66260624271969,8,0.13496425767953,0.668475096503852,NA,0,0
"2366","sp|P19881|PNPP_YEAST","C3-C1",0.119889488008465,0.0762799396598341,1.57170402261859,8,0.154662345317524,0.690505780643284,NA,0,0
"2372","sp|P19882|HSP60_YEAST","C3-C1",-0.0579141846979568,0.0424140818479717,-1.36544709150002,8,0.209267721209453,0.718614247425948,NA,0,0
